,Tweet,Label,tokenization
3778, haah   tidak banyak yang bisa didapatkan dari grup obrolan itu   sudah berkali kali hela napasnya mengudara  sudah berpuluh berita ia baca untuk mengetahui lebih dalam soal kasusnya  bahkan sistem database nya pun berulang kali mengirimkan pesan terkait kasus itu ,Neutral,"['haah', 'dapat', 'grup', 'obrol', 'kali', 'kali', 'hela', 'napas', 'udara', 'puluh', 'berita', 'baca', 'kasus', 'sistem', 'database', 'ulang', 'kali', 'kirim', 'pesan', 'kait']"
646,aq dh   kali approach  smua ke reject  sedih siot  siap depress  tu la nk ckp takut nk approach dulu x la tp effect after approach tu yg prob  klau diterima ok  lau x sedih malu marah semua ad  and its effect ur life  kdg rasa penat dah nk hadap,Anger,"['aq', 'dh', 'kali', 'approach', 'smua', 'reject', 'sedih', 'siot', 'depress', 'tu', 'la', 'nk', 'ckp', 'takut', 'nk', 'approach', 'x', 'la', 'tp', 'effect', 'after', 'approach', 'tu', 'prob', 'klau', 'terima', 'lau', 'x', 'sedih', 'malu', 'marah', 'ad', 'and', 'its', 'effect', 'ur', 'life', 'kdg', 'penat', 'dah', 'nk', 'hadap']"
585,lebih baik gua marah dari pada benci  kalo udah benci ga bakal mau kenal lagi,Anger,"['gua', 'marah', 'benci', 'udah', 'benci', 'kenal']"
3893,eh ist ini udah    hari memang gak ada kabar apapun atau elu yang kagak mau berkabar,Neutral,"['eh', 'ist', 'udah', 'kabar', 'apa', 'elu', 'kagak', 'kabar']"
6848,anjir jun malu bgt nggak   terus diapain abis itu  ,Fear,"['jun', 'malu', 'bgt', 'nggak', 'diapain', 'abis']"
343,pagi  udh dibikin jengkel  heran,Anger,"['pagi', 'udh', 'bikin', 'jengkel', 'heran']"
5358,jujur ya gue gak pernah denger kabar mipa    beneran sepi itu kelas dan kayak angker gimana gitu,Sad,"['jujur', 'gue', 'denger', 'kabar', 'mipa', 'beneran', 'sepi', 'kelas', 'kayak', 'angker', 'gimana', 'gitu']"
3327,woi aku gak baik  saja gemes,Neutral,['gemes']
507,aku jengkel liat si akun yunnie azza a k a princes manula inj mb  cari nafkah aja masih berjuang di negara orang lain  sibuukk ngejahatin circle mb ivone di tl  dr kemarin sy liatin ss tweetnya  ngefitnah terus an ,Anger,"['jengkel', 'liat', 'akun', 'yunnie', 'azza', 'a', 'k', 'a', 'princes', 'manula', 'inj', 'mb', 'cari', 'nafkah', 'juang', 'negara', 'orang', 'sibuukk', 'ngejahatin', 'circle', 'mb', 'ivone', 'tl', 'dr', 'kemarin', 'sy', 'liatin', 'ss', 'tweetnya', 'ngefitnah', 'an']"
3037,aku suka begadang  aku suka kopi  aku suka malam  tapi kesukaan terbesarku itu kamu,Love,"['suka', 'begadang', 'suka', 'kopi', 'suka', 'malam', 'suka', 'besar']"
6997,ga enak banget tinggal di tempat orang,Fear,"['enak', 'banget', 'tinggal', 'orang']"
1676,jago juga middlesbrough  emang enak lu cr haha,Joy,"['jago', 'middlesbrough', 'emang', 'enak', 'cr', 'haha']"
3444,satu hal lain yang kami rasa perlu untuk dibahas  adalah sebuah agenda  politik  yang dihadirkan dalam plot film yang begitu kentara dan terlihat jelas dari awal hingga akhir film  kami pribadi sih tidak terlalu ambil pusing  dan lebih memilih menikmati filmnya saja,Neutral,"['bahas', 'agenda', 'politik', 'hadir', 'plot', 'film', 'kentara', 'film', 'pribadi', 'ambil', 'pusing', 'pilih', 'nikmat', 'film']"
7088,sakit banyak quin ini masih mau diperiksa penyebabnya  temenin dong takut nih sepi sekali,Fear,"['sakit', 'quin', 'periksa', 'sebab', 'temenin', 'takut', 'sepi']"
4411, ini telat sih tapi ada   line dari au kamu yg paling memorable lupa structure kalimat spesifiknya gimana tapi seinget aku bukan karena tegang tapi karena sayang      gak telat sama sekali tell me anytime amd i ll still listen  aku   ,Neutral,"['telat', 'line', 'au', 'memorable', 'lupa', 'structure', 'kalimat', 'spesifik', 'gimana', 'seinget', 'tegang', 'sayang', 'telat', 'tell', 'me', 'anytime', 'amd', 'i', 'll', 'still', 'listen']"
5395,adakah apabila takdir ku sampai  allah ambil nyawa ku  akan ramai yang sedih dengan kepemergianku  adakah ramai yang akan mahu mandikan jenazahku  adakah ramai yang akan mengangkat jenazah ku  adakah ramai yang akan mendoakan ku  aku risau  dan kerana risau aku bersedih  ,Sad,"['ada', 'takdir', 'ku', 'allah', 'ambil', 'nyawa', 'ku', 'ramai', 'sedih', 'pergi', 'ada', 'ramai', 'mahu', 'mandi', 'jenazah', 'ada', 'ramai', 'angkat', 'jenazah', 'ku', 'ada', 'ramai', 'doa', 'ku', 'risau', 'rana', 'risau', 'sedih']"
2708,sebenernya waktu itu jadi seeun karna love at first sight deh sama seeun lagi nontonin stayc terus langsung suka banget sama seeun  abis itu iseng jadi seeun eh malah nyaman,Love,"['sebenernya', 'seeun', 'karna', 'love', 'at', 'first', 'sight', 'deh', 'seeun', 'nontonin', 'stayc', 'langsung', 'suka', 'banget', 'seeun', 'abis', 'iseng', 'seeun', 'eh', 'nyaman']"
983,demi tuhan risih banget  twitter ada fitur kayak gini di timeline ih  udh di silang masih suka muncuull,Anger,"['tuhan', 'risih', 'banget', 'twitter', 'fitur', 'kayak', 'gin', 'timeline', 'ih', 'udh', 'silang', 'suka', 'muncuull']"
4656,modal semangat tok,Neutral,"['modal', 'semangat']"
6010,part si kala tantrum emang kerasa bgt emosi nya  dr situ saya sudh mulai mewek,Sad,"['part', 'tantrum', 'emang', 'rasa', 'bgt', 'emosi', 'dr', 'situ', 'sudh', 'mewek']"
3883,inti twit yg saya tangkap     kl indikasi covid gak usah tes di bali  ignore aja    kl tes positif jgn koar  nanti kl orang tau banyak covid di bali  wisata tutup lagi    yg biasa cepu ini orang  jakarta    penulis tdk suka kebiasaan cepu orang jakarta,Neutral,"['inti', 'twit', 'tangkap', 'kl', 'indikasi', 'covid', 'tes', 'bal', 'ignore', 'kl', 'tes', 'positif', 'koar', 'kl', 'orang', 'covid', 'bal', 'wisata', 'tutup', 'cepu', 'orang', 'jakarta', 'tulis', 'suka', 'biasa', 'cepu', 'orang', 'jakarta']"
6126,ngilunya nyebar keseluruh badan  bikin lu jadi sesek napas juga  jadi kek gw suka lupa buat napas lagi saking mending gua tahan napas aja  pokoknya sakit banget ga kuaat tp gw keukeuh gamau berobat kek malash wkwkkwkw jadi gw diemin ajaa,Sad,"['ngilu', 'nyebar', 'seluruh', 'badan', 'sek', 'napas', 'gw', 'suka', 'lupa', 'napas', 'saking', 'mending', 'gua', 'tahan', 'napas', 'pokok', 'sakit', 'banget', 'kuaat', 'tp', 'gw', 'keukeuh', 'gamau', 'obat', 'malash', 'wkwkkwkw', 'gw', 'diemin', 'ajaa']"
707,pagi  dah emosi,Anger,"['pagi', 'dah', 'emosi']"
712,yg dari kota sebelah kena penjara   bulan denda nya    jt gegara kerumunan lah yg ini    kok bisa ya  maaf sya org biasa yg bodoh gak ngerti  atau jangan  sya ini yg dibodoh in ama yg beginian ya ,Anger,"['kota', 'belah', 'kena', 'penjara', 'denda', 'jt', 'gegara', 'kerumun', 'maaf', 'sya', 'org', 'bodoh', 'ngerti', 'sya', 'bodoh', 'in', 'ama']"
1651,wkwk benerr daripada bilang semangat  ajak liburan yuk,Joy,"['wkwk', 'benerr', 'semangat', 'ajak', 'libur', 'yuk']"
1866,semangat ya mbak  ,Joy,"['semangat', 'mbak']"
6984,koyok e dendam deh nih kocheng  grgr mau subuh tak kancing i lawang,Fear,"['koyok', 'e', 'dendam', 'deh', 'kocheng', 'grgr', 'subuh', 'kancing', 'i', 'lawang']"
1338,markf  semangat      k lagi buat mencapai target we can do it kok yuk semangatt,Joy,"['markf', 'semangat', 'k', 'capai', 'target', 'we', 'can', 'do', 'it', 'yuk', 'semangatt']"
2629,beneran om  dinda ku tahu aku suka banget gado  ,Love,"['beneran', 'om', 'dinda', 'ku', 'suka', 'banget', 'gado']"
3750,      simpang air hitam   antrian kendaran normal dikeempat kaki simpang  situasi arus lalulintas lancar,Neutral,"['simpang', 'air', 'hitam', 'antri', 'kendaran', 'normal', 'empat', 'kaki', 'simpang', 'situasi', 'arus', 'lalulintas', 'lancar']"
5110,jika kamu cinta dia  biarkan dia menjadi dirinya sendiri  maka kamu tidak akan kecewa ketika mereka tidak seperti yang kamu inginkan ,Neutral,"['cinta', 'biar', 'kecewa']"
3785,           setiap orang memang punya cara masing masing menikmati satu hal  tapi terkadang sesuatu yang memang tengah dicari tidak akan bisa ditemukan di satu tempat yang sama  tentu saja  saya tidak keberatan dengan kedua panggilan tersebut          ,Neutral,"['orang', 'nikmat', 'terkadang', 'cari', 'temu', 'berat', 'panggil']"
3147,jangan panggil tukang  panggil saja sayang,Love,"['panggil', 'tukang', 'panggil', 'sayang']"
3450,pejabat yg buat hoax tolong dipenjara  hukum jangan belaku cuma untuk rakyat kecil saja  ,Neutral,"['jabat', 'hoax', 'tolong', 'penjara', 'hukum', 'bela', 'rakyat']"
3424,temen rl ak kalo lihat ini anggap saja gak lihat ya  ,Neutral,"['temen', 'rl', 'ak', 'lihat', 'anggap', 'lihat']"
4140,start your day with marah scammer ingat aku ada masa nak layan hutang kau tu  duit pun takde nak hutang apa,Neutral,"['start', 'your', 'day', 'with', 'marah', 'scammer', 'nak', 'layan', 'hutang', 'kau', 'tu', 'duit', 'takde', 'nak', 'hutang']"
480,gatau anjg kesal,Anger,"['gatau', 'anjg', 'kesal']"
1426,kemarin sedih sedihan  hariini bahagia yaa,Joy,"['kemarin', 'sedih', 'sedih', 'hariini', 'bahagia', 'yaa']"
4684,juara bukan hanya sekedar usaha dan menang  tapi harus bisa bersyukur  kalau gk ada rasa bersyukur tidak akan ada rasa puasnya dan tidak akan tenang  jadi ingatlah utk bisa bersyukur,Neutral,"['juara', 'dar', 'usaha', 'menang', 'syukur', 'gk', 'syukur', 'puas', 'tenang', 'ingat', 'syukur']"
6396,iya swndirian banget  soalnya ada beberapa anak yang positif kopit jumat kemarin  asli panik dan takut,Fear,"['iya', 'swndirian', 'banget', 'anak', 'positif', 'kopit', 'jumat', 'kemarin', 'asli', 'panik', 'takut']"
2582,   suka banget sama pemilihan katanya  indah banget huhu,Love,"['suka', 'banget', 'pilih', 'indah', 'banget', 'huhu']"
2087,jadi malu    tapi seru wkwkwkwk,Joy,"['malu', 'seru', 'wkwkwkwk']"
4031,alias udh pada cape bgt sm kelas gue  ini kelas unik ya  wkwk  bedanya kerasa bgt pas gue kelas ipa   waktu kelas    walaupun pandemi  ipa   sepi bgt anjir  dan walkelnya killer ribet gt lah  ipa   selalu begitu diangkatan gue dan selalu dapet walkel yg asik santai,Neutral,"['alias', 'udh', 'cape', 'bgt', 'sm', 'kelas', 'gue', 'kelas', 'unik', 'wkwk', 'beda', 'rasa', 'bgt', 'pas', 'gue', 'kelas', 'ipa', 'kelas', 'pandemi', 'ipa', 'sepi', 'bgt', 'walkelnya', 'killer', 'ribet', 'gt', 'ipa', 'angkat', 'gue', 'dapet', 'walkel', 'asik', 'santai']"
6834,tambah ngeri aja ni  ,Fear,"['ngeri', 'ni']"
5033,sidang polri cukup sepi hari ini,Neutral,"['sidang', 'polri', 'sepi']"
5317,innalillahi wainna ilaihi rojiun semoga almarhumah ibu diterima amal baik nya dan diampuni segala kekhilafannya yang sabar ya jayen pasti sangat sedih kehilangan orang tua ,Sad,"['innalillahi', 'wainna', 'ilaihi', 'rojiun', 'moga', 'almarhumah', 'terima', 'amal', 'ampun', 'khilaf', 'sabar', 'jayen', 'sedih', 'hilang', 'orang', 'tua']"
6013,sedih     tapi gapapa setidaknya masih bisa ngabarin fans  jadi ya ga khawatir banget karena ditinggal ilang,Sad,"['sedih', 'gapapa', 'ngabarin', 'fans', 'khawatir', 'banget', 'tinggal', 'ilang']"
4886,sabarlah wahai diriku  sesungguhnya allah bersama orang orang yang sabar itulah yang selalu aku katakan dalam hati untuk menenangkan diri   ketika hatiku terluka ,Neutral,"['sabar', 'diri', 'sungguh', 'allah', 'orang', 'orang', 'sabar', 'hati', 'tenang', 'hati', 'luka']"
5907,kayaknya gue emang harus beneren kudu dengerin si zeco buat kali ini deh wkwk  sedih juga deh gue kalo gini gini,Sad,"['kayak', 'gue', 'emang', 'beneren', 'kudu', 'dengerin', 'zeco', 'kali', 'deh', 'wkwk', 'sedih', 'deh', 'gue', 'gin', 'gin']"
4452,tugasnya membina seluruh prajurit tni ad utk membela nkri dari rongrongan kkb sdr dudung tp kita bisa lihat di rusia usa  konflik ukraina inggris saat prang malvinas dulu para jendralnya memimpin terus dilapngan mrk pd berani turun kelapngan memang militer didik utk itu gak takut,Neutral,"['tugas', 'bina', 'prajurit', 'tni', 'ad', 'bela', 'nkri', 'rongrong', 'kkb', 'sdr', 'dudung', 'tp', 'lihat', 'rusia', 'usa', 'konflik', 'ukraina', 'inggris', 'prang', 'malvinas', 'jendralnya', 'pimpin', 'dilapngan', 'mrk', 'berani', 'turun', 'kelapngan', 'militer', 'didik', 'takut']"
819,bangsat gue kayak orang gila ngegalauin cowo orang,Anger,"['bangsat', 'gue', 'kayak', 'orang', 'gila', 'ngegalauin', 'cowo', 'orang']"
5275,maauu  aku udh sebulan sepi banget     spes app prem,Sad,"['maauu', 'udh', 'bulan', 'sepi', 'banget', 'spes', 'app', 'prem']"
7040,suka  kadang berasa lagi ngomong sama dahyun soalnya ak mirip banget sama dahyun tapi ragu ragu,Fear,"['suka', 'kadang', 'asa', 'ngomong', 'dahyun', 'ak', 'banget', 'dahyun', 'ragu', 'ragu']"
3651,oke karena salah ukuran pas beli  kita jual saja ato tuker size xl or l ya sabii jersey home timnas indonesia      sz  xl lok cibinong pakansari harga    k bnwt sudah freeong se pulau jawa  foto hanya pemanis  yg asli masih rapih terbungkus plastik ,Neutral,"['oke', 'salah', 'ukur', 'pas', 'beli', 'jual', 'ato', 'tuker', 'size', 'xl', 'or', 'l', 'sabi', 'jersey', 'home', 'timnas', 'indonesia', 'sz', 'xl', 'lok', 'cibinong', 'pakansari', 'harga', 'k', 'bnwt', 'freeong', 'pulau', 'jawa', 'foto', 'man', 'asli', 'rapih', 'bungkus', 'plastik']"
5331,heizou b    padahal udah bgarep bangey dia b  sedih bnaegt,Sad,"['heizou', 'b', 'udah', 'bgarep', 'bangey', 'b', 'sedih', 'bnaegt']"
2395,aku seneng baca kayak yang benang kusut  not so royal romance nya weishin   son for the king yg satu lagi tuh lupa judulnya pokonya   nya seungzz punya kak daisy   apalagi kalo ada angstnya kalo ada rekomendasi lagi kasitau ya gaiss terserah pairing siapa aja ,Joy,"['neng', 'baca', 'kayak', 'benang', 'kusut', 'not', 'so', 'royal', 'romance', 'weishin', 'son', 'for', 'the', 'king', 'lupa', 'judul', 'poko', 'seungzz', 'kak', 'daisy', 'angstnya', 'rekomendasi', 'kasitau', 'gaiss', 'serah', 'pairing']"
6493,kakak jd malu tau   ,Fear,"['kakak', 'malu']"
4075,cara terbaik membalas dendam adalah dengan  memaafkan nya ,Neutral,"['baik', 'balas', 'dendam', 'maaf']"
1060,tapi lu selalu ngasih argumen seakan lu doang yg sakit anjing  kalo emang lo ga suka sama gue fine tinggalin gue dari awal  dan ga perlu ngerespon lebih dri itu  justru lo ngerespon seakan yg bakal kejadi nyata banget ,Anger,"['ngasih', 'argumen', 'akan', 'doang', 'sakit', 'anjing', 'emang', 'lo', 'suka', 'gue', 'fine', 'tinggalin', 'gue', 'ngerespon', 'dri', 'lo', 'ngerespon', 'akan', 'jadi', 'nyata', 'banget']"
1381,selamat pagi happy weekand enjinn  semangat buat aktifitas hari inijgn lupa untuk v te stre am nya yaa   stay healthy stay safe semuaa     en,Joy,"['selamat', 'pagi', 'happy', 'weekand', 'enjinn', 'semangat', 'aktifitas', 'inijgn', 'lupa', 'v', 'te', 'stre', 'am', 'yaa', 'stay', 'healthy', 'stay', 'safe', 'semuaa', 'en']"
6354,kaget liat reply   fans sultan smua keknya,Fear,"['kaget', 'liat', 'reply', 'fans', 'sultan', 'smua', 'kek']"
2773,psaw cakep banget possessed chongyunnyaa suka kok  suka bangeet  dan shadingnya itu dewa sekalii  ,Love,"['psaw', 'cakep', 'banget', 'possessed', 'chongyunnyaa', 'suka', 'suka', 'bangeet', 'shadingnya', 'dewa', 'sekali']"
3342,jangankan untuk sekadar bicara  menatapmu saja aku tak kuasa ,Neutral,"['bicara', 'tatap', 'kuasa']"
133,bloon  mana ada yg mau kalah  mang bego anjing kntl,Anger,"['bloon', 'kalah', 'mang', 'bego', 'anjing', 'kntl']"
2277,alhamdulillah pagi ini dapet kabar baik,Joy,"['alhamdulillah', 'pagi', 'dapet', 'kabar']"
3017,suka banget sama lagu nya  langit biru slalu indah disana   ,Love,"['suka', 'banget', 'lagu', 'langit', 'biru', 'slalu', 'indah', 'sana']"
3440,ya allah beri kabar baik untukku hr ni,Neutral,"['allah', 'kabar', 'untuk', 'hr', 'ni']"
3376,sangat mengejutkan ya bun  merangkap jd apa saja,Neutral,"['kejut', 'bun', 'rangkap']"
2337,yuk istirahat lebih cepat semoga besok dapat kabar baik,Joy,"['yuk', 'istirahat', 'cepat', 'moga', 'besok', 'kabar']"
871,gua yg panik masalahnya bangsat,Anger,"['gua', 'panik', 'bangsat']"
76,dpt mimpi kok mendukung keparnoan  bangun  bangsat bgt bete au ah  mending ga usah tdr apa ya,Anger,"['dpt', 'mimpi', 'dukung', 'keparnoan', 'bangun', 'bangsat', 'bgt', 'bete', 'au', 'ah', 'mending', 'tdr']"
1626,semangat snmptn,Joy,"['semangat', 'snmptn']"
386,bangsat,Anger,['bangsat']
1474,streaming nya enjoy sih  soalnya lagunya enak hehe,Joy,"['streaming', 'enjoy', 'lagu', 'enak']"
5490,sedih bgt pagi pagi liat saldo ada    rebu,Sad,"['sedih', 'bgt', 'pagi', 'pagi', 'liat', 'saldo', 'rebu']"
3149,pagi syang  nya kalyna   msh ready slott ya dear   ready include exclude ya bebkuh cuss gercep yuk keep slott kalyn skrng dear sblm full ya  main santai sprti psangan sdri ya   rr by dm or wa y,Love,"['pagi', 'syang', 'kalyna', 'msh', 'ready', 'slott', 'dear', 'ready', 'include', 'exclude', 'bebkuh', 'cuss', 'gercep', 'yuk', 'keep', 'slott', 'kalyn', 'skrng', 'dear', 'sblm', 'full', 'main', 'santai', 'sprti', 'psangan', 'sdri', 'rr', 'by', 'dm', 'or', 'wa', 'y']"
1211,bismillah  tetap semangat jangan menyerah  yakin pasti bigwin,Joy,"['bismillah', 'semangat', 'serah', 'bigwin']"
3331,udah biasa di panggil ibu sekarang  ibu boss,Neutral,"['udah', 'panggil', 'boss']"
412,saraf pada otak mutanjir kena  ini mah udh ga ketolong tolol nya,Anger,"['saraf', 'otak', 'mutanjir', 'kena', 'mah', 'udh', 'tolong', 'tolol']"
4265,padai nya    yg bodoh sahaja masih percaya mereka berdua   wakaka   ph takkan jatuh sehingga pru      tp sbb kebodohan sendiri maka hilang semua   fakta tu  ,Neutral,"['pada', 'bodoh', 'sahaja', 'percaya', 'dua', 'wakaka', 'ph', 'tak', 'jatuh', 'pru', 'tp', 'sbb', 'bodoh', 'hilang', 'fakta', 'tu']"
1042,jahat banget   buat kalian laki laki tolong jgn suka jajan sembarangan dong  ,Anger,"['jahat', 'banget', 'laki', 'laki', 'tolong', 'suka', 'jajan', 'sembarang']"
3232,sama nder  aku masih    thn  gak pernah ada yg nembak  deket sama cowo pun juga gak pernah  sejombloa nya temen gue  mereka masih ada yg suka atau pernah ngerasain disukai org  jadi gak pure jomblo  gue bodo amat sih mau ada pacar atau ga  soalnya udh biasa sendiri  jadi finea  aja,Neutral,"['nder', 'thn', 'nembak', 'deket', 'cowo', 'sejombloa', 'temen', 'gue', 'suka', 'ngerasain', 'suka', 'org', 'pure', 'jomblo', 'gue', 'bodo', 'pacar', 'udh', 'finea']"
3607,betul phi   dah ga pernah merhatiin tanggalan  kyk udh ganti hari tuh ya udh biasa aja  tak ada hari spesial,Neutral,"['phi', 'dah', 'merhatiin', 'tanggal', 'kyk', 'udh', 'ganti', 'udh', 'spesial']"
1454,wedang jahe buatan w enak bet,Joy,"['wedang', 'jahe', 'buat', 'w', 'enak', 'bet']"
5553,mana sepi lagi,Sad,['sepi']
5610,buat kamu fans emyu tetap sedih dan jangan semangat ya  aing sering kok ngalamin kek gini di football manager wkwk,Sad,"['fans', 'emyu', 'sedih', 'semangat', 'aing', 'ngalamin', 'gin', 'football', 'manager', 'wkwk']"
6732,ku cium pipi kanan mu dan kau senyum terpesona bercampur malu,Fear,"['ku', 'cium', 'pipi', 'kanan', 'mu', 'kau', 'senyum', 'pesona', 'campur', 'malu']"
2663,beri aku   cwo suka kpop  wibu  anak it akan ku sayang sepenuh hati,Love,"['cwo', 'suka', 'kpop', 'wibu', 'anak', 'it', 'ku', 'sayang', 'sepenuh', 'hati']"
4856,aku gasuka valentine  aku juga gabisa gombal  tapi kalo kalian suka   mending gausah deh  soalnya setiap hari kan udah hari kasih sayang  ngapain gombal kalo emng kalian udah teristimewa kaya coklat di hari valentine,Neutral,"['gasuka', 'valentine', 'gabisa', 'gombal', 'suka', 'mending', 'gausah', 'deh', 'udah', 'kasih', 'sayang', 'ngapain', 'gombal', 'emng', 'udah', 'istimewa', 'kaya', 'coklat', 'valentine']"
61,shipper sebelah kalo ga suka sama noren ga ush mampir uda tau benci sama noren malah baca au nya kocak bngt lo,Anger,"['shipper', 'belah', 'suka', 'noren', 'ush', 'mampir', 'uda', 'benci', 'noren', 'baca', 'au', 'kocak', 'bngt', 'lo']"
2607,baik banget  baiknya juga ke semua orang  mana cakep lagi  wajar banyak yang suka,Love,"['banget', 'baik', 'orang', 'cakep', 'wajar', 'suka']"
3410,monggo yg butuh tempat untuk santai bersama kawan dan saudara warung makan buka mulai pukul               lhoo jangan sampai kehabisan masakan ayamnya yang lezat di laburi dengan sambal bawang yang lezaat,Neutral,"['monggo', 'butuh', 'santai', 'kawan', 'saudara', 'warung', 'makan', 'buka', 'lhoo', 'habis', 'masakan', 'ayam', 'lezat', 'labur', 'sambal', 'bawang', 'lezaat']"
3438,prioritas utama gue skrg kazuha sih  mana dia kgk ada kabar,Neutral,"['prioritas', 'utama', 'gue', 'skrg', 'kazuha', 'kgk', 'kabar']"
